protein_id,model,unique_id,pre_gap_filter_count,post_gap_filter_count,seen_count,not_seen_count,file_path,S3
NP_005076.3,EVE,NP_005076.3_EVE_snv_gf_575,17233,11917,976,10941,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_005076.3_EVE_snv_gf_575.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_005076.3_EVE_snv_gf_575.csv
NP_004243.1,EVE,NP_004243.1_EVE_snv_gf_577,2876,1818,170,1648,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_004243.1_EVE_snv_gf_577.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_004243.1_EVE_snv_gf_577.csv
NP_076869.1,EVE,NP_076869.1_EVE_snv_gf_579,1371,1238,107,1131,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_076869.1_EVE_snv_gf_579.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_076869.1_EVE_snv_gf_579.csv
NP_001123995.1,EVE,NP_001123995.1_EVE_snv_gf_582,6418,5996,365,5631,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001123995.1_EVE_snv_gf_582.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001123995.1_EVE_snv_gf_582.csv
NP_060483.3,EVE,NP_060483.3_EVE_snv_gf_590,6908,6112,472,5640,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_060483.3_EVE_snv_gf_590.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_060483.3_EVE_snv_gf_590.csv
NP_000343.2,EVE,NP_000343.2_EVE_snv_gf_594,12825,9970,725,9245,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_000343.2_EVE_snv_gf_594.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_000343.2_EVE_snv_gf_594.csv
NP_001129965.1,EVE,NP_001129965.1_EVE_snv_gf_604,4324,3515,233,3282,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001129965.1_EVE_snv_gf_604.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001129965.1_EVE_snv_gf_604.csv
NP_004887.2,EVE,NP_004887.2_EVE_snv_gf_608,2554,2260,126,2134,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_004887.2_EVE_snv_gf_608.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_004887.2_EVE_snv_gf_608.csv
NP_056477.1,EVE,NP_056477.1_EVE_snv_gf_624,13651,13118,1029,12089,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_056477.1_EVE_snv_gf_624.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_056477.1_EVE_snv_gf_624.csv
NP_071731.1,EVE,NP_071731.1_EVE_snv_gf_626,3536,3438,286,3152,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_071731.1_EVE_snv_gf_626.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_071731.1_EVE_snv_gf_626.csv
NP_060795.1,EVE,NP_060795.1_EVE_snv_gf_634,3879,3536,310,3226,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_060795.1_EVE_snv_gf_634.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_060795.1_EVE_snv_gf_634.csv
NP_002597.1,EVE,NP_002597.1_EVE_snv_gf_636,4697,2586,197,2389,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_002597.1_EVE_snv_gf_636.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_002597.1_EVE_snv_gf_636.csv
NP_733749.1,EVE,NP_733749.1_EVE_snv_gf_640,5495,4414,339,4075,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_733749.1_EVE_snv_gf_640.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_733749.1_EVE_snv_gf_640.csv
NP_004692.1,EVE,NP_004692.1_EVE_snv_gf_642,3159,2189,181,2008,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_004692.1_EVE_snv_gf_642.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_004692.1_EVE_snv_gf_642.csv
NP_065073.3,EVE,NP_065073.3_EVE_snv_gf_654,17658,11288,812,10476,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_065073.3_EVE_snv_gf_654.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_065073.3_EVE_snv_gf_654.csv
NP_079104.3,EVE,NP_079104.3_EVE_snv_gf_658,2926,2153,168,1985,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_079104.3_EVE_snv_gf_658.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_079104.3_EVE_snv_gf_658.csv
NP_001238968.1,EVE,NP_001238968.1_EVE_snv_gf_660,1964,1313,78,1235,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001238968.1_EVE_snv_gf_660.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001238968.1_EVE_snv_gf_660.csv
NP_008818.3,EVE,NP_008818.3_EVE_snv_gf_664,4094,2247,264,1983,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_008818.3_EVE_snv_gf_664.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_008818.3_EVE_snv_gf_664.csv
NP_009057.1,EVE,NP_009057.1_EVE_snv_gf_666,6429,4557,103,4454,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_009057.1_EVE_snv_gf_666.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_009057.1_EVE_snv_gf_666.csv
NP_001003819.1,EVE,NP_001003819.1_EVE_snv_gf_668,6729,3580,243,3337,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001003819.1_EVE_snv_gf_668.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001003819.1_EVE_snv_gf_668.csv
NP_783161.1,EVE,NP_783161.1_EVE_snv_gf_670,5322,2218,174,2044,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_783161.1_EVE_snv_gf_670.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_783161.1_EVE_snv_gf_670.csv
NP_060697.4,EVE,NP_060697.4_EVE_snv_gf_684,8270,7758,584,7174,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_060697.4_EVE_snv_gf_684.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_060697.4_EVE_snv_gf_684.csv
NP_006412.2,EVE,NP_006412.2_EVE_snv_gf_691,14659,9137,364,8773,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_006412.2_EVE_snv_gf_691.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_006412.2_EVE_snv_gf_691.csv
NP_005513.2,EVE,NP_005513.2_EVE_snv_gf_693,2703,2007,167,1840,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_005513.2_EVE_snv_gf_693.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_005513.2_EVE_snv_gf_693.csv
NP_003995.2,EVE,NP_003995.2_EVE_snv_gf_699,1766,1693,163,1530,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_003995.2_EVE_snv_gf_699.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_003995.2_EVE_snv_gf_699.csv
NP_061198.2,EVE,NP_061198.2_EVE_snv_gf_711,13755,8278,685,7593,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_061198.2_EVE_snv_gf_711.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_061198.2_EVE_snv_gf_711.csv
NP_542452.1,EVE,NP_542452.1_EVE_snv_gf_725,4625,3483,317,3166,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_542452.1_EVE_snv_gf_725.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_542452.1_EVE_snv_gf_725.csv
NP_001034463.4,EVE,NP_001034463.4_EVE_snv_gf_727,4302,3774,379,3395,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001034463.4_EVE_snv_gf_727.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001034463.4_EVE_snv_gf_727.csv
NP_055891.1,EVE,NP_055891.1_EVE_snv_gf_729,3953,2306,86,2220,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_055891.1_EVE_snv_gf_729.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_055891.1_EVE_snv_gf_729.csv
NP_658988.2,EVE,NP_658988.2_EVE_snv_gf_736,7575,7339,645,6694,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_658988.2_EVE_snv_gf_736.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_658988.2_EVE_snv_gf_736.csv
NP_005670.4,EVE,NP_005670.4_EVE_snv_gf_738,7080,6517,783,5734,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_005670.4_EVE_snv_gf_738.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_005670.4_EVE_snv_gf_738.csv
NP_001254741.1,EVE,NP_001254741.1_EVE_snv_gf_740,5245,4611,341,4270,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001254741.1_EVE_snv_gf_740.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001254741.1_EVE_snv_gf_740.csv
NP_004121.2,EVE,NP_004121.2_EVE_snv_gf_763,2787,2084,194,1890,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_004121.2_EVE_snv_gf_763.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_004121.2_EVE_snv_gf_763.csv
NP_001185685.1,EVE,NP_001185685.1_EVE_snv_gf_773,522,462,30,432,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001185685.1_EVE_snv_gf_773.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001185685.1_EVE_snv_gf_773.csv
NP_001025042.2,EVE,NP_001025042.2_EVE_snv_gf_777,1872,1370,168,1202,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001025042.2_EVE_snv_gf_777.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001025042.2_EVE_snv_gf_777.csv
NP_036253.2,EVE,NP_036253.2_EVE_snv_gf_781,2939,2732,241,2491,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_036253.2_EVE_snv_gf_781.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_036253.2_EVE_snv_gf_781.csv
NP_057191.2,EVE,NP_057191.2_EVE_snv_gf_783,8466,7214,391,6823,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_057191.2_EVE_snv_gf_783.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_057191.2_EVE_snv_gf_783.csv
NP_057186.1,EVE,NP_057186.1_EVE_snv_gf_789,3794,3166,269,2897,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_057186.1_EVE_snv_gf_789.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_057186.1_EVE_snv_gf_789.csv
NP_003744.1,EVE,NP_003744.1_EVE_snv_gf_794,4306,4106,222,3884,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_003744.1_EVE_snv_gf_794.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_003744.1_EVE_snv_gf_794.csv
NP_291027.3,EVE,NP_291027.3_EVE_snv_gf_798,4961,3223,308,2915,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_291027.3_EVE_snv_gf_798.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_291027.3_EVE_snv_gf_798.csv
NP_036539.1,EVE,NP_036539.1_EVE_snv_gf_806,3261,2991,226,2765,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_036539.1_EVE_snv_gf_806.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_036539.1_EVE_snv_gf_806.csv
NP_001070667.1,EVE,NP_001070667.1_EVE_snv_gf_810,5262,2920,136,2784,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001070667.1_EVE_snv_gf_810.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001070667.1_EVE_snv_gf_810.csv
NP_004457.1,EVE,NP_004457.1_EVE_snv_gf_816,4566,3461,319,3142,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_004457.1_EVE_snv_gf_816.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_004457.1_EVE_snv_gf_816.csv
NP_112591.2,EVE,NP_112591.2_EVE_snv_gf_830,2078,1831,172,1659,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_112591.2_EVE_snv_gf_830.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_112591.2_EVE_snv_gf_830.csv
NP_004221.3,EVE,NP_004221.3_EVE_snv_gf_832,2931,2279,173,2106,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_004221.3_EVE_snv_gf_832.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_004221.3_EVE_snv_gf_832.csv
NP_055771.4,EVE,NP_055771.4_EVE_snv_gf_834,11848,7105,536,6569,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_055771.4_EVE_snv_gf_834.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_055771.4_EVE_snv_gf_834.csv
NP_001020466.1,EVE,NP_001020466.1_EVE_snv_gf_844,1059,715,87,628,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001020466.1_EVE_snv_gf_844.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001020466.1_EVE_snv_gf_844.csv
NP_055622.3,EVE,NP_055622.3_EVE_snv_gf_846,5900,4730,363,4367,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_055622.3_EVE_snv_gf_846.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_055622.3_EVE_snv_gf_846.csv
NP_002063.2,EVE,NP_002063.2_EVE_snv_gf_848,2851,2544,81,2463,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_002063.2_EVE_snv_gf_848.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_002063.2_EVE_snv_gf_848.csv
NP_065995.1,EVE,NP_065995.1_EVE_snv_gf_855,7219,5759,456,5303,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_065995.1_EVE_snv_gf_855.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_065995.1_EVE_snv_gf_855.csv
NP_001001430.1,EVE,NP_001001430.1_EVE_snv_gf_862,2209,1680,117,1563,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001001430.1_EVE_snv_gf_862.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001001430.1_EVE_snv_gf_862.csv
NP_064576.1,EVE,NP_064576.1_EVE_snv_gf_888,2856,2310,202,2108,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_064576.1_EVE_snv_gf_888.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_064576.1_EVE_snv_gf_888.csv
NP_000113.1,EVE,NP_000113.1_EVE_snv_gf_890,6178,3266,241,3025,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_000113.1_EVE_snv_gf_890.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_000113.1_EVE_snv_gf_890.csv
NP_006494.1,EVE,NP_006494.1_EVE_snv_gf_905,3296,2128,86,2042,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_006494.1_EVE_snv_gf_905.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_006494.1_EVE_snv_gf_905.csv
NP_055401.1,EVE,NP_055401.1_EVE_snv_gf_913,5783,3598,237,3361,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_055401.1_EVE_snv_gf_913.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_055401.1_EVE_snv_gf_913.csv
NP_055194.1,EVE,NP_055194.1_EVE_snv_gf_917,4144,3072,127,2945,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_055194.1_EVE_snv_gf_917.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_055194.1_EVE_snv_gf_917.csv
NP_079150.3,EVE,NP_079150.3_EVE_snv_gf_919,8406,6040,399,5641,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_079150.3_EVE_snv_gf_919.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_079150.3_EVE_snv_gf_919.csv
NP_006570.1,EVE,NP_006570.1_EVE_snv_gf_921,1810,1521,63,1458,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_006570.1_EVE_snv_gf_921.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_006570.1_EVE_snv_gf_921.csv
NP_056372.1,EVE,NP_056372.1_EVE_snv_gf_924,15285,6654,313,6341,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_056372.1_EVE_snv_gf_924.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_056372.1_EVE_snv_gf_924.csv
NP_597680.2,EVE,NP_597680.2_EVE_snv_gf_934,4384,2730,200,2530,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_597680.2_EVE_snv_gf_934.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_597680.2_EVE_snv_gf_934.csv
NP_001267.2,EVE,NP_001267.2_EVE_snv_gf_945,3057,2808,265,2543,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001267.2_EVE_snv_gf_945.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001267.2_EVE_snv_gf_945.csv
NP_612424.1,EVE,NP_612424.1_EVE_snv_gf_966,4275,3018,261,2757,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_612424.1_EVE_snv_gf_966.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_612424.1_EVE_snv_gf_966.csv
NP_061928.4,EVE,NP_061928.4_EVE_snv_gf_968,8353,6632,589,6043,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_061928.4_EVE_snv_gf_968.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_061928.4_EVE_snv_gf_968.csv
NP_001287797.1,EVE,NP_001287797.1_EVE_snv_gf_972,3709,3152,262,2890,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001287797.1_EVE_snv_gf_972.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001287797.1_EVE_snv_gf_972.csv
NP_919253.1,EVE,NP_919253.1_EVE_snv_gf_985,5744,3665,195,3470,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_919253.1_EVE_snv_gf_985.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_919253.1_EVE_snv_gf_985.csv
NP_660338.1,EVE,NP_660338.1_EVE_snv_gf_991,3641,1980,147,1833,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_660338.1_EVE_snv_gf_991.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_660338.1_EVE_snv_gf_991.csv
NP_061862.1,EVE,NP_061862.1_EVE_snv_gf_995,8591,4342,270,4072,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_061862.1_EVE_snv_gf_995.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_061862.1_EVE_snv_gf_995.csv
NP_055144.3,EVE,NP_055144.3_EVE_snv_gf_999,11486,10455,667,9788,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_055144.3_EVE_snv_gf_999.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_055144.3_EVE_snv_gf_999.csv
NP_003579.3,EVE,NP_003579.3_EVE_snv_gf_1001,7321,5470,124,5346,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_003579.3_EVE_snv_gf_1001.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_003579.3_EVE_snv_gf_1001.csv
NP_002915.3,EVE,NP_002915.3_EVE_snv_gf_1007,3851,3200,180,3020,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_002915.3_EVE_snv_gf_1007.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_002915.3_EVE_snv_gf_1007.csv
